SAMPLE.309.GA5.60 SAMPLE.311.GA6.60 SAMPLE.313.GA7.60 SAMPLE.315.GA8.60 SAMPLE.317.GP.5.60 SAMPLE.319.GP.6.60 SAMPLE.321.GP.7.60 SAMPLE.323.GP.8.60 SAMPLE.327.GF.II6.60 SAMPLE.329.GF.II.7.60 SAMPLE.331.GF.II.8.60 SAMPLE.405.MA5.60 SAMPLE.407.MA6.60 SAMPLE.409.MA7.60 SAMPLE.411.MA8.60 SAMPLE.413.MP.5.60 SAMPLE.415.MP.6.60 SAMPLE.417.MP.7.60 SAMPLE.419.MP.8.60 SAMPLE.421.MF.II.5.60 SAMPLE.423.MF.II6.60 SAMPLE.425.MF.II.7.60 SAMPLE.427.MF.II.8.60
OTU_781 0 1 0 1 0 0 0 0 10 21 13 0 0 1 1 0 0 1 1 0 0 0 0
OTU_782 0 1 4 3 2 0 0 2 20 20 61 0 0 1 2 0 1 0 0 2 0 3 3
OTU_784 5 1 1 6 0 0 2 1 1 0 1 1 0 1 2 0 0 1 1 0 0 0 0
OTU_785 0 0 1 1 1 0 0 0 0 1 0 3 0 0 1 2 3 6 1 4 1 1 1
OTU_788 0 0 0 0 0 0 0 0 0 0 0 4 3 8 8 0 0 0 0 0 0 0 0
OTU_789 1 0 1 0 0 0 0 0 1 0 0 0 0 2 2 5 3 7 3 0 0 0 0
OTU_790 0 0 0 0 1 0 0 0 1 3 2 20 11 10 17 8 7 17 17 0 0 3 1
OTU_791 0 2 4 20 0 0 0 0 0 0 0 0 1 0 1 0 4 2 2 9 2 1 2
OTU_792 1 1 0 3 1 1 4 4 0 0 0 8 2 6 8 4 18 16 18 1 2 1 0
OTU_793 1 1 1 9 0 0 3 0 4 9 14 0 0 0 0 0 0 0 0 0 0 0 0
OTU_795 0 1 1 5 1 0 4 6 0 0 1 0 0 0 0 0 1 5 2 12 4 1 1
OTU_796 0 1 1 5 1 0 5 2 0 0 0 0 0 0 2 2 5 3 3 5 2 7 1
OTU_797 0 5 6 17 1 1 6 7 0 2 0 4 0 0 2 0 10 4 5 9 1 10 1
OTU_799 0 0 0 0 0 0 0 0 0 1 0 4 2 1 9 4 2 5 4 1 2 2 1
OTU_800 0 1 2 12 0 0 1 0 20 38 43 0 1 0 0 0 0 1 0 1 0 9 0
OTU_801 0 0 0 0 0 0 0 0 0 0 3 5 2 0 4 0 0 3 2 6 0 4 2
OTU_802 2 4 2 5 2 1 7 2 1 1 0 3 0 0 1 3 0 2 1 14 3 3 0
OTU_803 0 0 0 0 0 0 0 0 0 0 1 7 2 2 5 22 0 4 1 0 0 5 0
OTU_804 3 0 0 0 0 0 0 0 0 0 0 8 3 3 4 1 0 1 1 0 0 0 1
OTU_805 2 5 1 2 2 0 0 2 0 0 2 2 0 2 1 0 4 2 2 2 1 19 7
OTU_806 6 0 1 2 1 0 0 1 2 1 0 8 2 6 3 1 1 1 3 0 0 0 0
OTU_807 0 3 2 24 1 1 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OTU_808 0 0 0 2 0 0 0 0 14 4 32 0 0 0 0 0 0 0 0 2 0 0 0
OTU_809 1 1 0 0 0 0 2 2 0 0 0 5 2 1 2 10 5 3 5 4 1 10 3
OTU_810 0 0 0 0 0 0 1 1 0 0 0 2 2 1 0 0 1 6 3 4 4 1 0
OTU_811 1 0 0 1 0 0 0 3 0 0 0 6 0 1 2 7 3 1 3 3 2 4 1
OTU_812 0 0 0 0 1 0 0 0 1 0 1 13 2 3 5 7 10 19 11 2 0 1 0
OTU_815 9 0 0 0 0 0 0 0 0 0 1 2 0 1 4 2 0 0 0 0 0 0 0
OTU_816 6 0 1 9 4 2 10 8 3 6 7 2 0 0 0 0 1 0 2 4 1 6 3
OTU_817 0 0 0 1 0 0 0 0 4 9 21 0 0 0 0 0 0 0 1 1 0 0 0
OTU_818 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 9 11 11 1 0 2 1
OTU_819 1 1 0 13 1 0 10 3 0 0 1 0 1 1 1 2 5 3 3 3 1 8 1
OTU_820 0 1 0 4 1 1 3 3 0 0 0 1 0 0 0 8 5 9 1 1 0 0 1
OTU_821 0 1 1 2 0 0 5 0 0 0 0 4 1 1 0 2 2 0 1 4 2 6 5
OTU_822 6 0 1 1 0 0 1 1 0 2 0 9 2 4 4 2 0 5 0 1 0 0 0
OTU_825 5 0 1 2 2 1 3 4 1 0 2 11 1 8 11 4 3 1 2 6 6 7 1
OTU_826 1 0 0 0 0 0 0 0 0 0 0 7 0 2 6 0 0 0 2 1 2 6 1
OTU_827 3 0 0 3 1 0 10 6 1 3 3 4 0 3 4 5 0 1 3 11 8 15 21
OTU_828 2 3 1 2 0 0 27 6 2 0 0 3 1 3 3 0 3 1 3 8 1 5 3
OTU_829 2 1 1 2 0 0 1 1 0 0 0 0 2 0 0 0 1 5 1 2 4 2 5
OTU_831 0 0 0 0 0 0 0 0 0 1 2 5 2 3 6 7 1 3 0 0 0 0 0
OTU_832 1 1 1 5 0 0 2 0 2 0 0 1 2 2 0 0 6 6 4 1 0 2 1
OTU_834 0 0 1 4 0 0 7 3 3 5 2 2 1 1 5 10 4 13 6 10 3 10 3
OTU_835 2 1 0 2 0 0 1 0 1 0 2 15 1 5 6 4 3 7 3 2 12 3 2
OTU_838 1 0 1 0 0 0 5 2 0 0 0 0 0 0 0 0 9 4 4 16 9 1 0
OTU_839 0 1 1 5 0 0 10 8 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0
OTU_840 3 0 0 0 1 0 0 0 0 0 0 5 2 4 5 6 2 4 4 0 0 4 0
OTU_841 7 2 3 9 0 0 0 0 0 0 0 0 0 1 0 0 3 1 2 0 0 0 0
OTU_842 2 0 2 8 2 0 10 5 0 1 1 3 2 0 0 4 3 3 3 10 0 16 5
OTU_844 1 0 0 0 0 0 0 1 0 0 0 17 6 6 11 3 3 19 4 2 2 10 1
OTU_846 8 1 2 19 3 1 5 10 1 0 0 0 3 3 2 1 0 8 6 0 0 3 0
OTU_847 0 0 1 5 1 1 4 4 0 0 0 0 1 0 2 1 0 0 0 10 0 1 1
OTU_848 6 1 1 5 0 0 0 0 1 0 0 12 4 5 2 0 0 0 3 0 0 1 0
OTU_849 1 0 0 1 0 0 1 0 2 1 0 19 2 7 13 7 8 9 18 0 0 4 0
OTU_850 2 0 2 2 0 0 2 0 0 0 0 3 1 2 7 3 3 15 4 0 0 2 0
OTU_851 0 0 0 1 0 0 0 0 0 2 1 24 4 6 17 1 1 4 2 1 0 3 6
OTU_854 0 3 2 0 4 1 6 4 52 28 48 0 1 0 1 0 0 0 0 2 1 19 1
OTU_856 3 1 0 11 0 0 0 0 1 1 0 1 3 1 5 2 0 0 1 11 0 20 2
OTU_857 0 0 0 2 0 0 0 0 22 15 26 0 0 0 0 0 0 0 0 0 0 0 0
OTU_859 3 0 0 0 0 0 0 0 1 0 1 2 1 0 1 6 0 2 0 2 1 2 1
OTU_860 2 0 0 2 0 0 0 2 0 2 0 8 2 5 9 0 2 1 6 1 1 1 0
OTU_861 0 2 1 7 1 1 3 3 13 8 14 2 0 0 0 1 2 2 1 14 3 8 3
OTU_863 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 11 5 5 7 2 1 0 0
OTU_864 2 0 0 1 0 0 0 0 0 0 2 0 0 0 1 13 2 1 3 2 1 0 0
OTU_865 2 0 5 6 1 1 1 0 0 0 1 0 0 0 1 0 10 2 6 2 0 2 0
OTU_866 1 1 0 3 0 0 7 2 0 1 1 0 0 0 0 1 2 0 3 3 2 5 0
OTU_868 0 2 1 9 3 1 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
OTU_869 5 9 1 11 2 0 14 4 2 0 2 1 0 2 3 2 1 3 2 2 1 3 1
OTU_870 0 2 7 15 2 2 19 16 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0
OTU_871 0 0 1 1 0 0 0 1 5 19 20 0 0 0 0 0 0 0 0 1 0 0 0
OTU_873 0 2 0 3 0 0 0 1 0 0 0 2 0 0 1 0 0 0 0 8 3 1 1
OTU_874 0 0 2 8 3 3 13 11 20 31 41 1 1 1 0 0 4 0 0 0 2 3 0
OTU_875 6 2 5 12 1 2 1 4 0 1 2 19 3 13 18 13 6 18 15 2 4 11 3
OTU_876 2 1 0 1 0 0 0 1 1 0 0 8 0 5 2 3 4 6 2 0 0 5 0
OTU_877 1 1 2 3 0 1 0 0 1 6 4 3 2 1 1 1 6 0 2 1 0 0 1
OTU_878 0 0 0 0 0 0 0 1 0 0 1 9 9 5 12 0 0 0 1 0 0 1 1
OTU_880 3 0 0 0 1 0 0 2 0 1 0 2 1 2 6 2 2 1 2 10 5 10 4
OTU_881 0 0 0 1 0 0 0 0 0 0 1 5 6 3 3 0 0 0 0 0 0 2 1
OTU_884 1 1 2 3 0 1 3 1 1 13 13 1 0 0 1 0 0 0 1 3 1 7 0
OTU_886 0 0 0 1 0 0 3 1 1 0 0 1 0 1 0 2 2 16 2 6 2 0 1
OTU_887 2 2 0 1 0 0 1 0 1 0 0 1 0 0 3 0 2 2 0 3 1 9 4
OTU_888 0 0 0 0 0 0 0 0 1 0 0 2 2 3 7 5 1 1 0 1 0 0 1
OTU_889 2 0 3 17 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 0 1 0 0
OTU_891 1 0 0 1 0 0 5 4 0 0 0 0 0 2 2 0 0 0 2 11 0 0 1
OTU_892 4 4 1 15 0 0 1 0 1 1 3 2 0 0 3 1 3 2 3 0 1 3 6
OTU_893 7 2 2 7 2 0 37 14 2 1 3 1 0 0 0 6 22 27 28 2 0 0 2
OTU_894 0 2 1 0 1 0 2 4 38 81 114 2 0 1 1 0 1 0 0 1 1 5 0
OTU_896 1 4 3 5 2 1 6 5 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0
OTU_897 0 0 0 0 0 0 0 0 13 11 9 0 0 0 0 0 0 0 0 0 0 0 0
OTU_898 0 0 0 0 0 0 1 1 28 18 50 0 0 0 1 1 0 0 0 0 0 0 0
OTU_900 0 1 1 4 1 1 6 4 0 0 0 0 0 1 0 0 1 2 2 2 4 4 0
OTU_901 1 0 0 0 0 0 1 0 0 0 0 4 3 3 8 1 0 0 0 0 0 1 1
OTU_902 0 0 0 2 0 1 5 2 0 0 1 0 0 0 0 0 1 0 0 2 0 9 1
OTU_905 0 1 0 0 0 0 1 1 1 0 0 2 0 1 1 13 0 0 0 1 2 1 1
OTU_908 0 0 1 3 3 1 14 1 0 1 0 0 0 0 0 0 1 0 0 2 0 0 0
OTU_909 0 0 0 4 0 1 3 3 2 0 1 4 1 3 1 1 0 0 0 7 2 2 0
OTU_910 2 5 2 7 0 1 10 3 9 17 21 1 0 1 0 0 1 1 1 4 2 6 2
OTU_911 0 0 1 1 0 0 3 2 15 35 15 0 0 0 0 0 0 0 1 1 1 3 1
OTU_912 8 4 5 23 5 0 2 6 1 0 1 0 0 0 0 0 16 2 2 1 0 0 0
OTU_913 1 0 1 0 1 0 4 0 0 0 0 1 1 2 0 3 0 0 1 2 2 0 0
OTU_914 1 1 0 4 0 0 1 2 1 0 1 2 0 0 1 0 3 1 9 2 2 4 1
OTU_915 0 2 0 6 4 2 8 2 0 0 2 0 0 0 0 0 1 2 0 0 0 2 1
OTU_916 0 0 0 0 0 0 0 0 26 0 11 0 0 0 0 0 0 0 0 1 0 0 0
OTU_918 0 0 0 3 0 0 4 1 2 0 1 4 2 1 1 4 1 5 5 4 0 2 0
OTU_920 0 0 0 0 0 0 0 1 0 0 0 11 8 7 11 0 5 2 2 1 1 0 0
OTU_924 0 0 1 2 0 0 3 2 1 0 1 3 0 2 1 7 3 13 1 0 1 2 0
OTU_925 0 1 1 2 0 0 3 0 0 0 2 0 0 0 0 0 0 0 2 2 5 7 0
OTU_926 0 0 0 0 0 1 0 0 1 0 0 2 2 5 3 3 1 0 0 0 0 0 0
OTU_927 2 0 0 0 0 0 0 0 0 0 0 6 3 2 7 0 0 2 1 1 0 0 0
OTU_931 0 6 1 4 1 1 16 7 0 0 8 0 0 0 0 0 1 3 1 0 1 2 0
OTU_932 0 3 0 1 0 0 1 0 3 10 7 1 0 0 0 0 0 0 0 0 0 0 0
OTU_937 0 1 0 0 0 0 3 0 0 0 1 3 2 3 1 1 3 2 3 0 1 3 3
OTU_938 1 0 0 0 0 0 0 1 1 1 0 3 1 4 10 4 0 17 2 1 0 2 0
OTU_940 0 3 0 1 0 0 2 2 0 1 1 3 2 1 2 0 2 2 4 1 4 6 2
OTU_942 7 0 0 1 0 0 0 0 1 1 0 4 3 3 9 5 1 10 5 0 0 2 0
OTU_943 6 1 0 0 0 0 1 0 1 0 0 3 0 1 1 3 0 3 2 2 0 1 0
OTU_944 1 3 4 9 1 3 19 11 15 24 6 0 0 0 1 0 0 0 0 0 0 2 0
OTU_950 3 0 0 0 0 0 5 1 1 0 0 0 0 0 0 3 1 0 0 6 5 3 1
OTU_951 7 0 0 1 0 0 1 0 0 0 0 6 1 5 8 3 4 1 3 2 2 3 0
OTU_952 1 0 1 3 1 0 3 0 0 0 0 2 1 4 0 1 1 3 4 1 4 2 0
OTU_953 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 3 6 2 6 2 1 2
OTU_954 0 0 0 7 2 2 16 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
OTU_955 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 9 6 4 0 0 2 2
OTU_956 0 0 0 2 1 0 3 1 1 1 0 1 0 0 0 1 3 4 2 10 4 4 1
OTU_957 2 3 0 2 0 1 2 3 0 0 0 0 0 1 1 1 1 1 0 0 0 1 0
OTU_958 0 3 2 10 1 0 13 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
OTU_959 0 3 1 3 5 2 7 13 9 50 22 1 0 0 1 3 1 1 1 1 3 1 1
OTU_960 0 3 4 6 1 0 6 9 0 0 0 1 2 0 2 0 0 0 0 1 1 0 0
OTU_961 1 1 4 13 1 0 0 1 0 1 1 4 2 2 4 0 1 1 1 0 0 0 0
OTU_962 1 0 0 4 1 2 2 3 0 0 0 1 0 1 0 0 1 3 0 1 4 1 3
OTU_963 0 0 1 2 0 0 0 0 5 21 2 0 0 0 0 0 0 0 0 0 0 0 0
OTU_965 4 3 2 24 4 5 8 4 0 3 0 2 0 0 2 1 1 0 2 0 0 0 0
OTU_966 0 0 0 0 0 0 1 1 10 13 17 0 0 0 0 0 0 0 0 0 0 0 0
OTU_968 3 0 0 6 0 0 0 1 0 1 0 9 1 5 2 0 1 3 0 2 0 1 0
OTU_972 3 0 0 0 0 0 0 0 1 0 1 2 1 0 6 0 0 4 2 1 0 4 1
OTU_973 0 0 0 0 0 0 0 0 0 0 0 6 1 3 6 0 0 1 1 13 4 8 6
OTU_977 1 1 0 1 0 0 3 0 0 0 1 6 3 2 4 2 3 8 2 7 6 3 3
OTU_978 0 0 1 4 0 0 0 3 0 0 0 0 0 1 4 3 14 12 1 0 0 2 0
OTU_979 2 0 0 0 0 0 0 0 1 0 0 1 1 1 0 3 2 6 10 1 0 0 0
OTU_980 2 2 2 12 0 0 2 2 0 1 1 2 0 0 1 5 4 1 4 1 1 1 0
OTU_981 0 0 1 2 1 0 8 9 1 3 1 1 0 0 1 0 0 0 0 1 0 1 0
OTU_982 1 0 0 3 0 0 4 1 0 0 0 0 0 0 0 0 4 0 0 12 3 14 2
OTU_983 1 1 0 6 2 1 7 5 1 0 2 3 0 0 1 0 9 4 1 5 0 2 3
OTU_984 1 0 1 0 0 0 0 1 0 0 0 1 1 0 1 0 3 1 7 8 8 4 0
OTU_986 0 1 0 1 0 0 3 2 2 1 2 4 1 3 3 1 2 4 1 7 2 6 0
OTU_989 1 4 1 15 2 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OTU_991 5 0 0 1 0 0 0 0 2 1 0 5 1 2 1 6 0 1 0 2 0 0 0
OTU_993 0 0 0 0 0 0 0 3 32 37 57 0 0 0 0 0 0 2 0 0 0 1 1
OTU_995 2 0 0 2 0 0 3 2 2 1 2 23 7 19 28 4 3 11 6 9 9 5 1
OTU_997 1 1 0 0 0 0 1 1 0 0 2 0 0 1 1 5 6 1 1 11 2 6 1
OTU_998 3 0 0 1 0 0 0 0 0 0 0 3 1 1 0 3 1 2 1 2 4 1 1
OTU_999 0 0 0 1 0 1 0 0 0 1 0 5 0 0 1 1 1 1 3 3 0 5 3
OTU_1000 1 0 1 6 0 0 2 3 0 1 0 5 0 0 4 2 1 1 0 0 0 0 1
OTU_1001 4 2 2 6 1 0 6 1 0 0 0 0 0 1 1 0 1 0 1 9 2 0 1
OTU_1002 1 0 0 0 0 0 2 1 0 0 1 2 0 0 2 7 3 4 2 1 0 4 0
OTU_1003 1 0 0 2 1 1 4 2 0 3 3 1 0 0 0 1 1 1 2 6 3 6 0
OTU_1004 2 0 1 11 0 0 2 1 0 1 1 3 2 0 3 6 6 9 4 7 2 8 2
OTU_1005 0 0 0 8 0 0 1 1 5 0 6 1 0 1 4 0 2 3 2 1 0 4 2
OTU_1006 2 0 0 1 0 0 1 1 0 1 0 14 5 7 7 2 0 3 0 0 0 2 1
OTU_1007 0 0 0 2 0 1 2 0 1 0 1 0 1 0 1 0 0 0 0 6 2 7 1
OTU_1009 7 0 1 0 0 0 0 0 0 1 0 2 3 3 0 0 0 0 0 0 0 0 0
OTU_1010 0 0 0 0 0 0 1 0 16 10 16 0 0 0 0 0 0 0 0 0 1 4 1
OTU_1014 0 0 2 10 0 0 3 1 4 8 6 1 1 1 0 0 1 1 3 2 3 2 1
OTU_1015 0 0 2 0 0 1 2 2 15 7 9 0 0 0 0 2 1 1 1 0 0 3 0
OTU_1017 1 0 0 0 0 0 1 0 0 0 0 5 4 5 3 3 2 1 1 0 0 0 0
OTU_1019 0 0 3 1 1 0 2 1 0 0 0 0 1 1 0 3 1 1 1 4 1 6 2
OTU_1024 0 0 0 0 0 0 0 0 1 0 0 6 5 10 6 1 1 14 6 1 0 1 0
OTU_1026 1 0 0 2 1 0 14 4 0 0 0 0 0 0 0 1 1 0 0 6 6 6 3
OTU_1030 0 2 0 1 0 1 6 8 4 3 1 2 0 1 2 2 1 2 3 3 0 10 2
OTU_1031 1 0 0 0 0 0 2 1 0 0 0 8 3 2 2 1 1 0 0 1 0 0 3
OTU_1033 0 0 0 2 2 1 10 7 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0
OTU_1034 0 0 0 2 1 2 4 0 1 0 0 0 1 0 0 0 2 0 0 6 2 0 1
OTU_1037 0 2 0 0 0 1 4 4 0 2 0 2 1 0 3 0 1 3 1 7 1 5 6
OTU_1039 0 0 0 0 0 0 0 0 0 1 1 7 3 6 10 0 0 1 0 0 0 1 0
OTU_1040 2 0 0 0 0 1 0 1 0 0 0 7 6 2 1 4 0 2 3 0 0 1 1
OTU_1042 3 1 0 8 6 1 23 23 0 0 1 16 4 7 8 3 1 24 8 1 4 11 1
OTU_1043 1 1 1 6 1 0 7 5 1 1 1 21 3 7 7 7 6 5 6 2 1 3 0
OTU_1046 0 0 2 4 2 2 0 3 0 0 0 0 0 0 0 0 2 3 0 2 2 0 2
OTU_1049 2 0 0 1 0 0 0 0 1 0 0 4 2 1 7 4 0 2 2 1 1 3 0
OTU_1051 2 0 0 0 1 0 1 0 1 0 0 1 2 2 6 0 1 4 2 1 1 4 3
OTU_1052 6 2 0 9 1 3 3 1 0 0 1 1 1 3 2 6 5 7 4 5 1 3 0
OTU_1053 0 0 0 0 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 5 2 6 2
OTU_1054 0 1 1 4 1 1 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
OTU_1056 2 0 0 2 1 1 4 0 0 2 1 5 1 1 5 1 1 3 4 7 0 5 2
OTU_1057 0 2 2 5 1 0 0 0 0 0 0 0 0 2 0 0 3 0 1 0 0 0 0
OTU_1058 1 1 0 1 3 0 4 0 1 2 2 0 0 0 1 0 1 2 1 4 3 2 1
OTU_1059 1 2 5 5 1 0 3 4 0 2 2 2 2 2 4 2 2 2 2 8 6 3 0
OTU_1060 1 0 0 1 0 1 12 10 3 2 2 0 0 0 0 0 5 1 3 3 1 0 0
OTU_1061 0 3 0 1 2 0 14 11 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
OTU_1063 0 0 1 0 1 0 0 0 0 0 0 10 1 5 10 0 0 1 0 0 0 4 1
OTU_1065 9 2 2 4 0 0 0 0 0 1 0 6 2 1 5 1 8 14 7 0 1 3 1
OTU_1066 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 15 4 5 1 10 0
OTU_1069 0 0 1 0 0 0 0 0 0 0 0 7 1 3 4 2 4 4 0 0 0 1 0
OTU_1071 0 0 0 0 0 0 0 0 0 0 0 0 4 2 1 0 2 2 7 1 0 2 1
OTU_1072 1 2 2 11 1 0 7 2 0 0 0 5 1 0 5 3 1 0 0 1 0 0 1
OTU_1076 1 0 0 0 0 0 0 0 0 0 1 5 2 3 1 1 0 7 0 1 1 12 4
OTU_1081 1 0 1 8 1 0 1 1 0 0 0 4 0 1 0 2 5 3 10 6 0 5 1
OTU_1082 0 0 0 1 1 0 4 0 1 0 3 0 0 0 0 0 1 0 0 6 4 3 2
OTU_1084 14 0 0 0 0 0 0 1 0 0 0 3 0 2 2 0 0 1 3 0 0 3 0
OTU_1085 6 0 1 7 0 0 0 0 0 0 0 1 1 1 3 1 0 0 0 0 0 1 0
OTU_1087 0 0 0 0 0 0 0 0 5 11 23 0 0 1 0 0 0 0 0 0 0 0 0
OTU_1088 0 0 2 2 3 1 14 10 0 1 0 4 1 1 1 5 9 3 0 10 1 5 3
OTU_1089 3 2 1 5 0 0 1 2 0 0 1 10 0 4 6 7 1 4 1 0 0 1 0
OTU_1090 1 1 0 5 1 0 0 0 0 2 2 0 1 1 0 1 11 9 4 5 0 1 0
OTU_1091 0 0 1 2 1 0 7 2 1 0 1 0 1 0 2 0 2 0 0 3 0 4 2
OTU_1093 2 2 2 5 0 0 2 1 0 0 1 1 0 0 1 5 5 2 5 5 4 8 5
OTU_1095 1 0 0 2 0 0 2 2 0 1 1 1 0 0 0 0 6 2 5 4 1 1 2
OTU_1097 0 0 1 3 0 0 4 1 3 3 0 0 0 1 4 3 4 1 1 13 0 3 3
OTU_1098 0 0 0 4 1 0 1 0 0 0 0 7 3 0 5 2 1 1 1 3 0 4 2
OTU_1100 0 0 0 0 0 1 0 0 0 0 0 2 2 1 5 1 2 2 0 1 2 1 1
OTU_1101 0 0 0 1 0 0 2 1 0 0 0 7 0 2 2 6 1 3 1 3 0 2 0
OTU_1102 0 0 1 1 0 0 2 4 0 6 8 0 0 0 0 0 1 0 1 1 3 9 3
OTU_1103 1 2 2 4 0 0 15 4 0 0 1 0 1 0 1 0 1 1 4 1 0 3 0
OTU_1105 0 0 0 0 0 0 0 2 0 0 0 15 3 5 8 0 1 1 3 3 0 0 0
OTU_1106 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 1 5 2 3 2 4 8 6
OTU_1107 1 0 0 0 1 1 1 0 0 0 1 2 0 0 0 5 0 8 2 3 1 1 0
OTU_1108 0 0 0 1 1 0 1 0 0 0 1 1 1 0 1 0 10 10 6 0 0 1 0
OTU_1109 0 0 1 1 0 0 7 0 0 0 0 2 0 0 1 0 1 0 1 15 1 3 1
OTU_1113 2 1 1 5 0 0 1 2 0 2 0 1 0 0 0 0 6 7 11 1 0 3 0
OTU_1117 1 0 0 0 0 0 0 0 1 0 0 7 1 3 5 6 1 6 4 1 1 2 3
OTU_1119 0 2 2 3 0 0 3 2 0 1 0 1 1 0 3 2 2 3 3 0 0 2 0
OTU_1121 0 0 0 4 1 0 3 0 1 1 0 10 1 5 10 2 1 4 3 1 3 13 3
OTU_1124 2 0 0 5 0 0 1 2 5 6 5 4 0 3 3 1 0 6 1 3 1 3 2
OTU_1125 0 0 0 1 0 0 1 1 0 0 0 0 0 0 2 0 5 0 3 13 1 21 10
OTU_1127 1 1 0 4 1 0 1 0 2 0 0 2 0 0 4 5 3 1 2 3 1 4 5
OTU_1128 1 1 1 3 2 0 4 3 2 0 0 2 0 0 1 3 2 4 3 3 2 3 3
OTU_1129 0 0 0 1 0 0 0 1 0 0 1 2 1 5 2 2 5 8 2 3 0 1 2
OTU_1131 1 0 1 1 1 0 1 1 0 0 1 3 1 1 3 0 7 1 1 12 4 6 0
OTU_1136 0 0 0 0 1 1 3 0 0 0 0 5 0 2 0 4 6 4 3 4 4 3 0
OTU_1138 10 0 1 15 0 0 4 1 1 2 1 7 4 7 10 23 13 15 16 16 9 23 6
OTU_1139 0 1 0 1 0 2 15 0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 0
OTU_1140 0 3 4 8 1 0 3 1 0 0 0 0 0 1 0 0 0 1 2 2 0 4 0
OTU_1141 0 0 0 0 0 0 0 0 19 14 18 1 1 0 2 0 0 0 0 0 0 1 0
OTU_1143 0 2 2 1 3 0 4 5 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
OTU_1144 1 0 3 3 4 3 11 2 9 7 16 0 0 0 0 4 1 1 2 8 3 3 3
OTU_1145 1 4 0 4 0 2 5 0 0 2 2 0 0 1 3 1 1 3 1 3 4 4 0
OTU_1146 0 1 0 2 2 0 1 2 5 17 12 2 0 0 0 1 0 0 2 2 0 3 2
OTU_1147 0 1 0 0 0 0 0 0 5 17 16 0 0 0 0 0 0 0 0 0 0 0 0
OTU_1148 5 0 6 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
OTU_1152 6 0 1 0 0 0 1 0 0 1 0 6 0 1 3 12 1 2 3 0 0 0 2
OTU_1154 0 0 0 0 0 0 2 0 0 0 0 0 1 1 2 9 3 7 1 3 2 1 0
OTU_1155 1 2 0 5 3 2 6 3 2 3 14 3 0 0 0 0 4 1 0 3 0 4 5
OTU_1156 2 1 0 1 0 2 0 1 0 0 0 4 1 1 4 1 3 3 3 0 0 2 0
OTU_1157 0 0 0 0 0 0 1 0 0 1 1 6 1 4 6 2 2 0 1 1 2 1 4
OTU_1162 0 1 0 0 0 1 0 0 0 1 0 2 18 1 3 0 0 0 0 0 0 1 0
OTU_1163 0 0 0 1 0 0 1 0 0 0 0 7 2 4 6 1 0 4 0 1 0 5 0
OTU_1166 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 3 2 0 5 5 6 1
OTU_1167 0 0 1 1 0 0 2 2 2 2 1 2 0 3 0 0 1 1 0 4 0 3 1
OTU_1168 1 3 2 9 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0
OTU_1171 2 1 2 3 1 1 9 5 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0
OTU_1172 2 0 1 1 1 0 2 2 0 0 0 3 1 5 4 1 1 3 1 12 2 2 3
OTU_1175 0 0 0 2 0 0 0 2 3 2 6 1 1 3 3 1 0 2 2 2 0 4 1
OTU_1176 2 1 0 2 0 0 0 2 3 4 2 0 0 3 4 1 2 6 4 2 0 4 3
OTU_1177 0 0 1 1 0 0 0 0 14 11 13 1 0 2 0 1 0 0 0 0 0 3 0
OTU_1178 0 0 0 0 0 0 0 0 3 9 21 0 1 0 0 0 0 0 0 0 0 0 1
OTU_1180 3 1 0 7 0 0 24 16 1 1 0 1 0 0 0 2 0 2 4 0 0 2 0
OTU_1189 5 0 0 3 0 0 7 2 1 1 4 4 7 10 11 4 0 11 4 19 11 6 6
OTU_1190 1 0 0 0 0 0 1 1 1 1 0 9 2 4 10 9 3 2 1 0 0 2 4
OTU_1191 5 0 1 4 0 0 1 2 13 3 15 5 4 5 4 4 5 3 4 7 3 3 4
OTU_1194 6 0 0 12 1 1 7 3 1 0 0 2 1 1 2 7 3 4 2 2 0 1 3
