OTUnumber	SAMPLE.837.MF.II.7.30	SAMPLE.733.GP.7.30	SAMPLE.881.MF.II.5.90	SAMPLE.741.GF.II.7.30	SAMPLE.771.GA6.90	SAMPLE.709.GP.7.15	SAMPLE.705.GP.5.15	SAMPLE.861.MF.II.7.60	SAMPLE.777.GP.5.90	SAMPLE.729.GP.5.30	SAMPLE.757.GP.7.60	SAMPLE.793.MA5.15	SAMPLE.727.GA8.30	SAMPLE.711.GP.8.15	SAMPLE.699.GA6.15	SAMPLE.799.MA8.15	SAMPLE.783.GP.8.90	SAMPLE.721.GA5.30	SAMPLE.745.GA5.60	SAMPLE.779.GP.6.90	SAMPLE.873.MP.5.90	SAMPLE.781.GP.7.90	SAMPLE.827.MP.6.30	SAMPLE.879.MP.8.90	SAMPLE.877.MP.7.90	SAMPLE.801.MP.5.15	SAMPLE.743.GF.II.8.30	SAMPLE.875.MP.6.90	SAMPLE.795.MA6.15	SAMPLE.811.MF.II6.15	SAMPLE.851.MP.6.60	SAMPLE.725.GA7.30	SAMPLE.891.ITS.negative	SAMPLE.803.MP.6.15	SAMPLE.863.MF.II.8.60	SAMPLE.805.MP.7.15	SAMPLE.739.GF.II6.30	SAMPLE.833.MF.II.5.30	SAMPLE.821.MA7.30	SAMPLE.717.GF.II.7.15	SAMPLE.839.MF.II.8.30	SAMPLE.763.GF.II6.60	SAMPLE.759.GP.8.60	SAMPLE.747.GA6.60	SAMPLE.735.GP.8.30	SAMPLE.831.MP.8.30	SAMPLE.817.MA5.30	SAMPLE.849.MP.5.60	SAMPLE.857.MF.II.5.60	SAMPLE.769.GA5.90	SAMPLE.723.GA6.30	SAMPLE.761.GF.II.5.60	SAMPLE.825.MP.5.30	SAMPLE.703.GA8.15	SAMPLE.773.GA7.90	SAMPLE.767.GF.II.8.60	SAMPLE.697.GA5.15	SAMPLE.841.MA5.60	SAMPLE.755.GP.6.60	SAMPLE.731.GP.6.30	SAMPLE.869.MA7.90	SAMPLE.819.MA6.30	SAMPLE.835.MF.II6.30	SAMPLE.753.GP.5.60	SAMPLE.785.GF.II.5.90	SAMPLE.829.MP.7.30	SAMPLE.815.MF.II.8.15	SAMPLE.707.GP.6.15	SAMPLE.865.MA5.90	SAMPLE.853.MP.7.60	SAMPLE.885.MF.II.7.90	SAMPLE.823.MA8.30	SAMPLE.813.MF.II.7.15	SAMPLE.751.GA8.60	SAMPLE.867.MA6.90	SAMPLE.807.MP.8.15	SAMPLE.797.MA7.15	SAMPLE.737.GF.II.5.30	SAMPLE.719.GF.II.8.15	SAMPLE.871.MA8.90	SAMPLE.713.GF.II.5.15	SAMPLE.847.MA8.60	SAMPLE.765.GF.II.7.60	SAMPLE.809.MF.II.5.15	SAMPLE.845.MA7.60	SAMPLE.887.MF.II.8.90	SAMPLE.859.MF.II6.60	SAMPLE.787.GF.II6.90	SAMPLE.715.GF.II6.15	SAMPLE.855.MP.8.60	SAMPLE.749.GA7.60	SAMPLE.791.GF.II.8.90	SAMPLE.883.MF.II6.90	SAMPLE.775.GA8.90	SAMPLE.843.MA6.60	SAMPLE.789.GF.II.7.90	SAMPLE.701.GA7.15	domain_id	domain_conf	kingdom_id	kingdom_conf	phylum_id	phylum_conf	class_id	class_conf	order_id	order_conf	family_id	family_conf	genus_id	genus_conf
OTU_11	1	1	4	0	3	1	0	5	1	0	0	0	4	2	2	4	2	4	2	1	0	4	0	1	1	1	5	0	7	0	1	2	0	2	3	0	4	4	1	1	2	3	4	5	1	2	1	5	7	2	1	2	4	2	2	1	2	2	2	1	2	2298	4	5	1	3	1	3	0	3	0	2	4	4	152	2	3	0	1	5	1	4	7	1	4	1	0	4	1	2	2	1	5	1	106	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	81.0	Ascomycota_unclassified	81.0	Ascomycota_unclassified	81.0	Ascomycota_unclassified	81.0	Ascomycota_unclassified	81.0
OTU_12	4	14	4	1	267	34	44	1	111	21	52	3	40	12	82	8	5	306	102	13	1	49	1	12	11	2	5	10	11	0	25	32	0	31	2	5	5	4	10	2	6	5	13	13	14	13	2	14	2	120	43	2	28	4	19	1	888	7	10	0	5	5	4	48	5	9	1	21	0	30	3	1	2	56	1	4	3	0	3	34	2	5	0	2	4	2	4	1	2	9	18	3	6	5	0	0	27	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_13	4	3	3	0	3	0	2	7	3	1	3	548	3	2	2	251	0	4	0	1	1	2	1	1	3	4	2	3	8	3	1	1	0	4	11	1	2	6	16	3	6	2	1	0	0	1	3	2	5	3	3	2	1	0	0	1	0	8	0	0	328	3	2	3	7	1	3	2	361	9	0	1	3	3	221	1	4	0	2	344	0	6	1	2	195	0	2	2	5	1	1	4	1	0	171	0	1	Eukaryota	100.0	Fungi	100.0	Ascomycota	60.0	Ascomycota_unclassified	60.0	Ascomycota_unclassified	60.0	Ascomycota_unclassified	60.0	Ascomycota_unclassified	60.0
OTU_14	4	2	0	2	46	2	0	4	5	0	2	49	6	1	6	23	1	22	20	0	55	3	34	22	15	199	0	70	25	1	93	5	0	42	4	12	0	2	44	1	5	3	2	3	1	116	79	220	6	13	52	0	200	4	3	1	6	74	4	0	42	53	4	5	7	30	1	0	63	66	1	27	2	11	34	14	22	0	3	21	0	58	0	3	28	1	1	4	2	145	3	2	4	1	23	2	1	Eukaryota	100.0	Fungi	100.0	Ascomycota	92.0	Sordariomycetes	65.0	Sordariomycetes_unclassified	65.0	Sordariomycetes_unclassified	65.0	Sordariomycetes_unclassified	65.0
OTU_15	3	2	1	45	2	0	14	3	41	19	4	3	3	3	1	0	3	3	5	0	1	3	1	0	0	1	123	1	1	1	2	2	0	0	3	0	86	1	0	74	2	140	4	1	0	4	2	1	1	3	3	97	0	1	1	0	1	1	0	0	5	3	3	49	314	0	2	1	3	3	1	0	4	7	1	0	2	0	106	1	35	2	296	2	2	1	3	110	78	2	3	172	0	1	1	273	2	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_16	4	1	4	2	2	0	3	1	2	0	2	4	6	0	2	2	1	4	1	2	1	0	1	3	3	1	2	3	0	0	3	0	0	4	4	0	183	2	1	5	1	652	2	0	0	2	1	2	3	1	3	14	4	3	1	1	2	5	0	0	2	2	5	3	37	1	0	1	0	3	0	3	0	2	0	1	1	0	1	1	25	1	24	0	2	0	0	120	1514	4	3	5	1	1	0	2	1	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Agaricales	100.0	Amanitaceae	100.0	Amanita	100.0
OTU_17	1	4	1530	0	1	1	2	3	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	4	2	2	3	1	2	1	0	0	0	0	0	1	3	63	1	0	1	5	1	0	0	4	0	1	48	1	3	2	1	0	3	1	0	3	1	0	1	0	6	0	2	3	3	1	0	2	0	2	2	3	0	2	2	0	1	0	1	2	1	4	2	0	5	2	0	3	3	2	3	0	0	2	0	Eukaryota	100.0	Fungi	100.0	Zygomycota	73.0	Mucoromycotina_Incertae_sedis	72.0	Mortierellales	71.0	Mortierellaceae	71.0	Mortierella	71.0
OTU_18	215	3	17	1	2	0	2	142	3	0	0	1	1	2	2	1	0	2	5	0	1	4	0	1	0	6	1	0	1	3	0	1	0	3	3	0	174	22	8	0	2	165	0	1	0	3	1	1	14	0	6	2	1	0	2	1	1	3	3	0	2	1	4	0	2	5	2	0	1	2	22	2	733	4	1	1	0	0	3	0	0	5	3	9	2	2	4	114	103	1	1	6	6	0	0	1	2	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Russulales	100.0	Russulaceae	100.0	Russula	100.0
OTU_19	17	3	24	1	0	1	1	50	2	0	0	2	2	0	0	1	2	0	1	0	0	0	1	2	0	2	1	0	0	38	2	1	0	0	94	0	0	14	5	0	47	1	0	0	0	2	2	4	32	0	2	0	6	0	1	0	2	0	2	1	3	1	37	0	0	0	107	0	4	3	11	1	363	0	0	1	2	0	1	1	0	18	0	14	3	128	93	0	0	1	0	0	38	0	0	1	1	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Leotiomycetes	100.0	Helotiales	100.0	Helotiales_Incertae_sedis	98.0	Cadophora	98.0
OTU_20	3	9	3	1	6	4	1	0	13	1	7	11	4	10	3	5	27	6	3	5	2	5	628	33	1	13	3	251	2	1	528	4	0	406	5	2	3	0	6	1	3	0	14	1	12	90	4	11	4	4	14	0	15	3	2	0	2	8	8	2	3	7	4	7	1	3	2	7	13	3	3	4	6	1	1	17	5	0	3	9	0	16	4	0	10	1	2	2	3	76	3	2	3	0	4	0	2	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Agaricales	100.0	Lycoperdaceae	100.0	Vascellum	98.0
OTU_21	60	1	64	0	1	0	1	43	1	1	0	2	2	1	1	0	2	3	3	1	0	0	0	1	0	3	0	2	0	10	1	3	0	1	161	0	0	54	0	0	285	0	0	1	0	2	0	1	118	0	1	1	3	2	1	0	1	0	2	0	1	2	22	0	2	0	308	0	1	2	8	0	86	2	2	0	0	0	1	1	0	22	3	53	1	254	13	2	0	3	0	0	7	0	2	1	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_22	1	2	6	1	3	1	1	2	2	0	1	1	5	0	0	0	1	0	0	1	0	1	1	0	0	2	0	1	0	2	2	2	0	1	2	0	356	0	5	0	4	551	2	1	0	2	2	0	1	3	1	1	2	0	0	0	0	3	1	1	1	0	3	2	1	2	1	0	1	2	0	3	1	1	1	0	1	0	2	1	2	2	3	1	1	2	3	543	339	2	0	3	1	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Russulales	100.0	Russulaceae	100.0	Russula	100.0
OTU_23	0	0	2	0	0	0	2	3	5	1	2	1	1	0	1	0	2	0	3	0	0	2	5	262	3	5	4	1	0	2	2	1	0	3	3	0	0	1	2	0	2	2	1	0	0	596	3	1	1	2	1	0	3	1	1	0	0	0	2	0	2	1	1	3	2	2	1	1	1	1	1	1	2	3	1	79	1	1	0	1	0	2	2	1	2	0	0	0	0	505	1	0	0	0	0	1	1	Eukaryota	100.0	Fungi	100.0	Basidiomycota	76.0	Agaricomycetes	66.0	Agaricales	50.0	Agaricales_unclassified	50.0	Agaricales_unclassified	50.0
OTU_24	0	0	0	11	1	1	0	2	1	0	0	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	199	2	0	1	0	0	0	3	0	0	4	1	0	14	1	4	0	3	0	2	0	1	4	0	2	14	1	0	0	0	0	0	0	0	2	1	0	2	10	1	0	1	1	3	0	1	1	0	0	1	0	0	297	2	16	3	43	1	0	1	0	1	3	1	0	296	0	0	2	14	1	Eukaryota	100.0	Fungi	100.0	Ascomycota	96.0	Pezizomycetes	96.0	Pezizales	96.0	Pyronemataceae	95.0	Wilcoxina	94.0
OTU_25	4	56	1	1	4	22	45	9	111	64	63	3	11	20	2	3	6	3	2	14	0	110	12	9	2	2	0	13	2	1	14	4	0	7	0	0	0	3	1	1	2	2	17	15	22	15	1	0	9	4	2	2	0	12	21	0	2	3	6	1	4	2	0	37	4	2	0	42	1	2	2	2	2	21	3	3	2	0	0	2	0	2	2	2	0	3	0	3	1	16	8	3	0	5	2	1	1	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Sordariomycetes	100.0	Hypocreales	100.0	Hypocreaceae	100.0	Trichoderma	100.0
OTU_26	2	0	418	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	1	5	0	1	1	3	0	4	0	0	1	2	1	2	0	1	1	0	0	38	1	0	3	1	2	0	0	1	2	1	182	0	0	0	1	0	0	1	1	0	18	0	3	0	2	1	0	0	0	27	1	1	0	0	1	13	0	0	1	0	1	1	0	0	0	229	1	1	0	1	0	0	0	1	1	0	2	2	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_27	4	2	1	1	2	0	1	3	2	0	1	1	4	1	1	0	0	1	2	0	0	2	10	217	3	1	0	0	0	2	2	1	0	1	3	0	0	3	1	1	2	2	2	2	0	468	0	1	1	0	2	2	0	1	1	1	0	3	0	0	0	2	4	0	0	0	0	0	0	1	1	0	0	2	0	67	1	0	2	1	0	4	1	0	1	0	0	0	0	412	0	2	0	1	0	2	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	86.0	Agaricomycetes	75.0	Agaricales	56.0	Agaricales_unclassified	56.0	Agaricales_unclassified	56.0
OTU_28	0	2	0	0	9	0	0	3	1	1	1	50	0	0	4	14	0	12	3	0	3	4	10	3	5	4	2	10	33	1	8	0	0	7	1	1	2	0	74	1	5	1	0	1	0	13	51	9	0	1	8	0	8	1	3	0	3	56	1	0	50	75	0	1	1	11	1	0	78	26	0	40	2	2	21	2	36	0	0	36	0	55	1	0	42	2	5	3	2	9	2	2	1	0	20	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	91.0	Pezizomycetes	90.0	Pezizales	90.0	Pyronemataceae	89.0	Scutellinia	67.0
OTU_29	0	6	0	0	0	27	0	2	2	8	28	1	10	15	0	2	18	0	0	11	0	31	28	10	2	0	0	78	1	1	104	0	0	233	0	0	0	0	0	0	2	2	32	1	29	106	2	0	1	0	1	0	2	11	0	1	1	0	8	1	1	0	0	12	0	2	0	23	0	1	0	1	1	5	0	8	0	0	1	0	1	0	0	1	0	0	0	0	0	58	1	0	1	5	0	0	2	Eukaryota	100.0	Fungi	100.0	Ascomycota	71.0	Ascomycota_unclassified	71.0	Ascomycota_unclassified	71.0	Ascomycota_unclassified	71.0	Ascomycota_unclassified	71.0
OTU_30	1	0	1	0	0	0	1	1	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	2	2	0	2	0	1	0	1	5	0	1	0	0	0	1	1	0	1	115	1	1	1	0	0	0	1	0	1	1	3	0	614	2	0	1	0	2	1	1	0	0	1	0	0	0	1	0	64	2	1	0	2	0	2	0	0	1	0	0	0	0	1	0	1	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Russulales	100.0	Russulaceae	100.0	Russula	100.0
OTU_31	0	7	2	0	0	2	1	1	0	0	3	2	1	6	2	0	4	1	1	1	0	3	0	0	1	0	44	0	0	0	2	0	0	0	2	0	3	0	2	1	0	1	11	0	5	2	0	0	2	0	3	130	0	0	33	0	1	5	1	0	1	0	0	1	348	0	1	2	0	0	0	0	0	2	0	0	0	0	20	0	44	2	10	0	0	1	2	1	0	1	0	46	1	0	0	12	1	Eukaryota	100.0	Fungi	100.0	Ascomycota	89.0	Pezizomycetes	69.0	Pezizales	69.0	Pyronemataceae	67.0	Pyronemataceae_unclassified	67.0
OTU_32	0	1	1	0	18	0	1	3	0	0	0	0	2	0	0	84	0	1	2	0	1	1	0	0	0	1	1	1	5	1	1	0	0	2	2	0	1	0	3	1	0	2	1	1	1	2	2	1	2	1	0	2	2	1	1	0	0	1	1	1	690	6	0	1	2	1	0	0	2	1	0	0	2	0	62	0	2	0	1	54	0	63	0	0	135	1	1	2	0	0	1	1	2	0	55	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Agaricales	100.0	Psathyrellaceae	100.0	Coprinellus	100.0
OTU_33	0	0	293	0	3	0	0	1	0	2	2	1	4	2	1	2	1	1	1	0	1	1	0	2	2	1	1	3	1	2	0	2	0	1	1	0	1	499	1	1	4	4	4	1	0	4	1	4	501	0	1	1	4	1	1	0	2	2	1	0	0	2	1	3	3	1	0	1	1	4	3	0	1	1	0	0	3	1	2	0	0	1	0	181	2	0	1	2	2	0	0	2	2	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	66.0	Agaricomycetes	58.0	Agaricomycetes_unclassified	58.0	Agaricomycetes_unclassified	58.0	Agaricomycetes_unclassified	58.0
OTU_34	77	1	53	1	0	1	0	110	1	0	0	1	4	0	1	1	2	1	0	0	0	2	3	0	1	5	0	2	1	7	0	0	0	0	68	1	0	30	4	2	101	2	0	0	0	1	1	1	68	0	3	2	2	0	1	0	0	1	0	0	3	2	27	2	1	1	72	0	1	1	35	1	166	3	0	1	1	0	0	0	0	9	1	22	1	101	29	1	1	3	0	1	16	0	0	1	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	67.0	Ascomycota_unclassified	67.0	Ascomycota_unclassified	67.0	Ascomycota_unclassified	67.0	Ascomycota_unclassified	67.0
OTU_35	2	183	0	0	14	81	12	2	38	9	181	2	14	53	18	1	120	1	4	27	0	129	3	0	1	1	1	0	0	0	0	1	0	1	4	2	1	1	2	0	0	3	62	2	86	0	0	1	4	0	3	0	3	63	34	1	0	2	33	19	3	2	1	2	1	0	0	51	0	1	1	1	0	23	0	0	3	0	0	1	0	1	1	0	1	0	1	2	0	1	2	2	0	1	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	62.0	Ascomycota_unclassified	62.0	Ascomycota_unclassified	62.0	Ascomycota_unclassified	62.0	Ascomycota_unclassified	62.0
OTU_36	45	1	138	0	2	0	0	74	1	2	0	1	4	0	0	0	2	1	2	0	0	0	0	0	2	4	0	2	2	104	0	1	0	3	5	1	2	96	1	2	13	3	1	0	0	0	2	5	166	0	0	2	3	1	1	0	0	1	0	0	5	2	203	1	4	0	9	0	1	1	20	1	110	2	2	0	4	1	2	1	1	0	3	59	2	10	213	3	1	0	1	1	98	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_37	10	9	20	0	3	1	7	17	20	3	9	20	7	3	2	5	3	8	5	2	5	9	7	2	6	19	1	14	6	1	20	6	0	7	4	2	2	8	22	1	2	0	7	5	4	12	14	16	13	5	6	1	20	5	4	0	15	13	1	0	30	17	7	7	2	15	3	3	21	15	2	19	27	9	10	1	12	0	1	23	0	19	3	12	14	5	9	1	0	13	4	0	7	1	9	1	4	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Polyporales	100.0	Ganodermataceae	100.0	Ganoderma	100.0
OTU_38	0	0	1	0	1	0	0	2	2	0	0	1	0	0	0	1	0	2	0	0	29	0	6	6	38	109	1	9	1	1	1	0	0	2	0	16	0	0	1	0	0	2	1	0	1	5	0	82	2	0	0	0	261	0	0	0	0	1	1	0	7	0	3	0	0	93	2	0	0	99	0	1	0	1	1	0	0	0	0	2	0	0	0	0	1	0	1	0	1	7	1	1	1	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_39	114	0	4	0	0	0	0	154	5	0	1	3	2	2	1	1	1	2	0	2	0	0	1	0	0	2	0	0	1	8	0	2	0	0	8	0	0	1	3	0	2	3	0	0	0	1	1	1	6	1	0	0	1	3	3	1	1	0	0	0	1	0	148	3	0	2	5	1	1	3	35	1	268	0	0	0	0	0	0	0	0	1	0	3	3	2	17	0	1	0	0	0	11	0	1	1	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Sordariomycetes	100.0	Hypocreales	100.0	Hypocreaceae	100.0	Hypocrea_/_Trichoderma	86.0
OTU_40	0	0	35	0	0	0	0	0	1	0	0	2	2	0	2	1	0	0	0	1	0	1	0	0	2	2	0	2	0	1	1	0	0	0	1	0	0	41	0	0	1	0	0	0	0	0	2	0	67	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	1	1	0	0	2	0	2	1	1	1	1	455	1	1	2	0	0	1	0	0	3	0	0	0	1	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Sordariomycetes	100.0	Hypocreales	100.0	Hypocreaceae	100.0	Trichoderma	69.0
OTU_41	2	1	185	0	1	0	0	3	1	0	2	0	0	0	1	1	0	0	1	0	0	1	0	2	1	1	0	0	0	13	1	1	0	1	49	1	0	117	0	0	88	1	2	0	0	1	0	0	165	1	0	0	3	1	1	0	0	0	0	0	1	0	31	1	2	1	40	0	0	1	1	1	9	2	1	0	0	0	0	0	0	1	0	37	1	58	20	2	0	0	0	0	16	1	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	97.0	Agaricomycetes	97.0	Agaricales	95.0	Inocybaceae	89.0	Inocybe	89.0
OTU_42	0	1	1	16	0	0	0	0	1	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	2	0	48	1	0	14	2	174	1	0	0	0	0	2	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	2	1	0	1	0	69	1	0	1	47	0	0	0	1	22	61	0	0	95	0	0	0	32	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_43	2	0	39	1	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	1	3	0	1	1	1	1	0	0	1	0	0	0	1	1	0	273	2	1	1	2	2	1	0	1	2	1	115	1	2	1	2	0	1	0	1	2	0	0	0	1	1	2	1	2	1	2	0	1	0	1	0	3	0	0	1	1	0	0	2	2	2	109	4	0	2	0	0	2	0	2	0	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_44	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	2	2	0	1	1	2	0	0	0	1	0	478	0	0	0	1	112	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	3	0	0	0	2	2	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_45	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	0	0	74	0	0	0	0	1	3	1	0	2	0	0	0	417	0	0	0	0	2	2	0	0	0	0	1	0	0	1	0	35	0	2	0	1	0	1	0	0	1	1	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Russulales	100.0	Russulaceae	100.0	Russula	100.0
OTU_46	0	0	20	0	1	0	0	0	1	0	0	27	1	1	0	6	1	0	0	1	1	2	26	8	21	6	0	118	8	0	102	0	0	16	5	2	0	1	12	0	2	0	5	1	1	45	6	1	1	1	2	4	8	1	1	0	2	2	1	0	7	9	19	3	1	31	1	0	2	112	0	8	0	1	2	13	27	0	0	1	0	10	1	0	3	0	4	1	0	45	1	1	4	0	7	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	90.0	Ascomycota_unclassified	90.0	Ascomycota_unclassified	90.0	Ascomycota_unclassified	90.0	Ascomycota_unclassified	90.0
OTU_47	0	1	0	0	1	0	0	1	1	0	0	56	5	0	47	0	2	1	92	0	0	1	1	0	0	3	1	1	9	2	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	2	0	2	1	27	3	1	0	1	0	38	37	0	0	134	11	1	1	1	1	1	0	1	1	0	0	1	1	3	0	4	0	2	3	0	1	2	1	48	1	1	1	2	0	0	0	0	0	1	0	2	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_48	1	30	0	0	5	18	13	0	41	18	38	1	27	6	1	0	10	9	3	13	1	71	0	1	0	2	3	1	0	0	0	13	0	3	2	0	0	0	0	0	0	1	9	14	8	0	0	0	0	1	6	1	0	14	34	0	9	1	8	1	3	0	0	29	0	0	0	8	0	0	0	0	1	36	0	0	0	0	0	0	0	2	0	1	0	0	0	3	2	0	16	0	0	4	0	0	1	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Sordariomycetes	100.0	Hypocreales	100.0	Hypocreaceae	100.0	Trichoderma	58.0
OTU_49	2	7	1	0	5	2	46	0	64	12	6	1	16	11	0	1	27	1	2	7	1	54	1	0	0	1	0	0	0	0	1	86	0	0	0	1	0	0	0	0	2	0	9	15	17	0	3	0	0	2	2	0	1	21	11	0	0	0	6	1	1	0	0	60	0	0	1	8	0	0	0	0	0	27	0	0	0	0	0	1	0	1	2	1	1	0	1	1	0	0	23	0	2	5	0	0	13	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Dothideomycetes	100.0	Pleosporales	100.0	Pleosporaceae	100.0	Drechslera	66.0
OTU_50	0	0	1	0	34	1	1	2	2	0	1	1	38	0	5	0	0	22	6	0	1	1	2	0	0	5	0	2	3	0	2	15	0	0	0	0	0	0	2	1	1	1	0	26	0	0	7	2	1	26	32	1	3	27	44	0	21	4	0	0	0	4	1	1	0	1	1	1	7	2	0	1	0	64	10	0	2	0	0	3	0	2	2	0	2	0	0	1	1	0	16	0	0	17	6	0	5	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Dothideomycetes	100.0	Pleosporales	100.0	Montagnulaceae	100.0	Paraconiothyrium	92.0
OTU_51	0	2	0	0	0	0	0	0	0	0	0	4	1	0	1	1	1	1	0	1	0	2	34	6	13	3	0	23	0	0	118	0	0	67	0	13	0	0	2	0	0	0	0	0	0	36	2	1	2	0	1	0	0	0	1	0	0	2	1	0	0	1	1	0	0	47	0	0	1	69	0	1	0	0	0	3	0	0	0	0	1	0	1	1	0	1	1	0	1	35	0	0	0	0	1	1	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	54.0	Ascomycota_unclassified	54.0	Ascomycota_unclassified	54.0	Ascomycota_unclassified	54.0	Ascomycota_unclassified	54.0
OTU_52	1	0	1	0	0	0	0	1	0	0	0	7	2	0	1	9	0	0	1	0	16	0	12	9	4	16	0	5	6	1	19	2	0	6	2	0	1	2	25	0	0	2	0	0	0	13	63	7	0	2	3	0	20	0	1	0	3	33	0	0	53	19	0	0	1	0	1	0	32	1	0	5	0	2	5	4	15	0	0	6	0	17	0	0	20	0	1	0	0	10	0	4	0	0	9	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Pezizomycetes	99.0	Pezizales	99.0	Pyronemataceae	99.0	Scutellinia	96.0
OTU_53	0	0	0	0	0	0	0	3	1	0	0	1	1	0	0	3	0	2	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	9	0	1	1	1	0	0	1	4	0	0	2	0	0	0	1	0	0	1	5	0	0	399	4	1	2	0	2	0	1	7	0	0	0	0	0	0	0	4	0	0	4	0	4	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Dothideomycetes	100.0	Pleosporales	100.0	Leptosphaeriaceae	100.0	Coniothyrium	88.0
